State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
DE,0.219,0.069,379-3953,yes,no,0.0,0.61,0.467,0.61,0.661,0.553,0.661,0.446,0.296,0.446,0.505,0.15,0.506,0.111,False.
TN,0.405,0.0,418-6512,no,no,0.0,0.156,0.558,0.156,0.476,0.606,0.476,0.462,0.648,0.463,0.375,0.15,0.376,0.111,False.
WI,0.438,0.0,392-5296,no,no,0.0,0.382,0.63,0.382,0.48,0.553,0.48,0.774,0.324,0.775,0.365,0.15,0.365,0.333,False.
WV,0.508,1.0,355-3814,no,no,0.0,0.527,0.448,0.527,0.481,0.494,0.481,0.363,0.437,0.363,0.525,0.3,0.526,0.111,False.
CT,0.388,0.069,375-2098,no,yes,0.706,0.807,0.679,0.807,0.787,0.506,0.787,0.641,0.676,0.642,0.565,0.15,0.565,0.333,False.
MN,0.711,1.0,372-7990,no,no,0.0,0.832,0.867,0.832,0.589,0.788,0.589,0.344,0.606,0.344,0.495,0.1,0.494,0.0,True.
MO,0.45,0.0,356-4558,no,no,0.0,0.635,0.57,0.635,0.291,0.576,0.291,0.515,0.317,0.516,0.675,0.2,0.676,0.111,False.
VA,0.417,1.0,398-5788,no,no,0.0,0.497,0.479,0.497,0.651,0.8,0.651,0.665,0.542,0.665,0.425,0.25,0.426,0.0,False.
NH,0.533,0.0,390-4003,no,no,0.0,0.195,0.521,0.195,0.531,0.647,0.532,0.399,0.746,0.399,0.52,0.2,0.52,0.0,False.
OK,0.372,0.0,332-8103,no,yes,0.608,0.778,0.473,0.778,0.593,0.576,0.593,0.219,0.57,0.219,0.48,0.1,0.48,0.111,False.
CT,0.26,0.069,406-9926,yes,no,0.0,0.642,0.812,0.642,0.297,0.512,0.298,0.313,0.697,0.313,0.865,0.45,0.865,0.111,True.
TN,0.723,0.069,418-2402,no,yes,0.451,0.807,0.788,0.807,0.447,0.435,0.447,0.416,0.5,0.416,0.36,0.3,0.359,0.111,False.
MD,0.38,1.0,384-3299,yes,no,0.0,0.375,0.473,0.375,0.604,0.624,0.604,0.356,0.493,0.357,0.555,0.1,0.556,0.111,True.
WI,0.343,1.0,378-9090,no,yes,0.235,0.256,0.527,0.256,0.381,0.429,0.381,0.384,0.57,0.384,0.535,0.1,0.535,0.111,False.
SD,0.566,1.0,350-6473,no,no,0.0,0.362,0.618,0.362,0.681,0.624,0.681,0.496,0.296,0.497,0.25,0.15,0.25,0.333,False.
ND,0.413,0.069,379-4583,no,yes,0.549,0.302,0.8,0.302,0.637,0.629,0.637,0.694,0.613,0.695,0.535,0.25,0.535,0.111,False.
VA,0.558,0.0,411-5078,no,no,0.0,0.406,0.479,0.406,0.434,0.665,0.434,0.415,0.296,0.415,0.3,0.55,0.3,0.222,False.
UT,0.455,1.0,347-4982,no,no,0.0,0.545,0.485,0.545,0.381,0.553,0.381,0.599,0.521,0.6,0.32,0.15,0.32,0.222,False.
MA,0.541,0.0,341-9274,no,yes,0.706,0.576,0.564,0.575,0.43,0.441,0.43,0.291,0.415,0.291,0.685,0.25,0.685,0.0,False.
SD,0.525,0.069,353-7461,no,no,0.0,0.705,0.552,0.705,0.502,0.353,0.502,0.323,0.556,0.323,0.735,0.1,0.735,0.333,False.
AL,0.376,0.0,371-7366,no,yes,0.745,0.69,0.582,0.69,0.439,0.847,0.439,0.502,0.528,0.503,0.445,0.05,0.444,0.111,False.
AL,0.81,0.069,395-7923,yes,no,0.0,0.363,0.485,0.363,0.611,0.676,0.611,0.405,0.437,0.406,0.685,0.25,0.685,0.556,True.
WV,0.785,0.0,351-8398,no,no,0.0,0.462,0.63,0.462,0.663,0.706,0.663,0.503,0.352,0.504,0.545,0.35,0.544,0.111,False.
SC,0.405,0.069,329-2204,no,yes,0.647,0.511,0.564,0.511,0.655,0.6,0.655,0.383,0.444,0.384,0.53,0.05,0.53,0.222,False.
FL,0.434,0.069,407-7507,no,yes,0.608,0.563,0.758,0.563,0.339,0.647,0.339,0.249,0.479,0.249,0.615,0.2,0.615,0.333,False.
KY,0.36,0.069,405-8075,no,no,0.0,0.422,0.497,0.422,0.849,0.394,0.849,0.571,0.324,0.571,0.32,0.2,0.32,0.222,False.
UT,0.318,0.069,390-9698,no,no,0.0,0.55,0.515,0.55,0.473,0.618,0.473,0.286,0.606,0.286,0.51,0.05,0.509,0.0,False.
NY,0.401,0.0,403-4917,no,no,0.0,0.489,0.6,0.489,0.481,0.512,0.481,0.448,0.683,0.448,0.39,0.3,0.391,0.111,False.
MS,0.066,0.0,391-6709,no,yes,0.686,0.566,0.745,0.566,0.744,0.435,0.744,0.502,0.683,0.503,0.405,0.5,0.406,0.111,False.
NH,0.227,0.069,389-5988,no,yes,0.471,0.347,0.527,0.347,0.506,0.447,0.506,0.655,0.458,0.655,0.635,0.15,0.635,0.111,False.
VA,0.343,0.069,372-1534,no,no,0.0,0.371,0.636,0.371,0.764,0.353,0.764,0.759,0.289,0.759,0.7,0.3,0.7,0.222,False.
VT,0.388,1.0,395-6369,no,no,0.0,0.58,0.582,0.58,0.464,0.359,0.464,0.403,0.507,0.403,0.685,0.15,0.685,0.222,False.
WY,0.062,0.069,400-3197,no,no,0.0,0.498,0.503,0.498,0.772,0.718,0.772,0.399,0.331,0.4,0.525,0.4,0.526,0.556,False.
NV,0.31,1.0,377-4169,yes,no,0.0,0.687,0.727,0.687,0.637,0.565,0.637,0.53,0.239,0.53,0.495,0.05,0.494,0.111,True.
WV,0.38,0.069,384-5343,no,no,0.0,0.404,0.576,0.404,0.608,0.588,0.608,0.548,0.268,0.549,0.51,0.15,0.509,0.0,False.
WA,0.339,0.0,338-4472,no,no,0.0,0.384,0.582,0.384,0.46,0.459,0.46,0.372,0.634,0.372,0.385,0.25,0.385,0.222,False.
KS,0.504,0.069,332-2126,no,no,0.0,0.465,0.721,0.465,0.686,0.3,0.686,0.39,0.31,0.39,0.45,0.5,0.45,0.111,False.
VT,0.26,0.0,349-2157,no,no,0.0,0.415,0.703,0.415,0.628,0.647,0.628,0.673,0.408,0.673,0.445,0.4,0.444,0.111,False.
OK,0.335,1.0,393-4823,no,no,0.0,0.94,0.442,0.94,0.573,0.706,0.573,0.656,0.486,0.656,0.53,0.3,0.53,0.0,True.
GA,0.438,1.0,385-2683,no,no,0.0,0.554,0.588,0.554,0.512,0.771,0.512,0.417,0.514,0.417,0.635,0.05,0.635,0.222,False.
CO,0.45,1.0,345-8350,no,no,0.0,0.376,0.564,0.376,0.75,0.624,0.75,0.456,0.507,0.457,0.355,0.2,0.356,0.111,False.
AK,0.393,0.0,334-4506,no,yes,0.569,0.428,0.552,0.428,0.438,0.441,0.438,0.551,0.155,0.551,0.425,0.15,0.426,0.111,False.
TN,0.19,0.069,332-3544,no,yes,0.588,0.56,0.564,0.56,0.664,0.824,0.664,0.545,0.599,0.546,0.645,0.2,0.644,0.222,False.
KY,0.471,1.0,380-5102,no,no,0.0,0.284,0.648,0.284,0.399,0.565,0.399,0.339,0.465,0.34,0.705,0.2,0.706,0.222,False.
PA,0.281,0.069,395-6149,no,no,0.0,0.409,0.533,0.409,0.39,0.506,0.39,0.459,0.352,0.46,0.54,0.25,0.541,0.333,False.
CT,0.669,0.0,398-8122,no,yes,0.784,0.661,0.339,0.661,0.582,0.535,0.582,0.66,0.289,0.66,0.615,0.15,0.615,0.222,False.
CT,0.368,0.069,334-4438,no,no,0.0,0.108,0.485,0.108,0.427,0.618,0.427,0.408,0.549,0.409,0.71,0.25,0.709,0.333,False.
MN,0.401,0.069,384-7459,no,no,0.0,0.208,0.648,0.208,0.513,0.606,0.512,0.409,0.542,0.409,0.525,0.2,0.526,0.333,False.
WY,0.368,0.0,368-3931,no,yes,0.765,0.27,0.539,0.27,0.602,0.535,0.602,0.469,0.225,0.469,0.57,0.25,0.57,0.111,False.
PA,0.715,0.069,353-1352,no,yes,0.294,0.632,0.867,0.632,0.579,0.676,0.579,0.534,0.535,0.534,0.62,0.45,0.62,0.111,False.
OR,0.388,0.069,348-5725,no,no,0.0,0.767,0.727,0.767,0.643,0.706,0.643,0.42,0.197,0.42,0.365,0.2,0.365,0.222,True.
PA,0.322,0.069,365-2008,no,no,0.0,0.765,0.691,0.765,0.51,0.653,0.51,0.649,0.387,0.65,0.315,0.35,0.315,0.111,True.
OK,0.504,0.069,393-3635,no,yes,0.529,0.566,0.77,0.566,0.685,0.618,0.685,0.403,0.641,0.403,0.625,0.25,0.626,0.111,False.
VT,0.405,0.069,380-8727,no,no,0.0,0.329,0.455,0.329,0.6,0.653,0.6,0.623,0.458,0.623,0.575,0.35,0.576,0.778,True.
ID,0.467,0.069,381-2376,no,no,0.0,0.576,0.606,0.576,0.538,0.6,0.538,0.722,0.613,0.723,0.665,0.25,0.665,0.222,False.
PA,0.579,1.0,365-8114,no,no,0.0,0.615,0.685,0.615,0.552,0.476,0.552,0.351,0.521,0.351,0.62,0.3,0.62,0.111,False.
NM,0.541,0.0,415-5008,no,no,0.0,0.484,0.648,0.484,0.576,0.712,0.576,0.492,0.324,0.492,0.575,0.1,0.576,0.111,False.
FL,0.545,1.0,392-8318,no,no,0.0,0.575,0.515,0.575,0.466,0.682,0.466,0.708,0.331,0.708,0.3,0.2,0.3,0.0,False.
TX,0.545,0.0,401-4007,no,no,0.0,0.63,0.806,0.63,0.44,0.824,0.441,0.373,0.359,0.373,0.42,0.15,0.42,0.444,False.
VT,0.38,1.0,338-7709,no,yes,0.627,0.623,0.709,0.623,0.316,0.359,0.316,0.456,0.366,0.456,0.47,0.25,0.47,0.222,False.
MA,0.136,0.069,374-1981,no,no,0.0,0.837,0.539,0.837,0.749,0.418,0.749,0.417,0.303,0.417,0.55,0.5,0.55,0.222,True.
OR,0.574,0.069,333-5101,no,no,0.0,0.343,0.655,0.343,0.661,0.494,0.661,0.52,0.289,0.52,0.385,0.15,0.385,0.444,True.
DE,0.393,0.069,345-3734,no,yes,0.51,0.501,0.582,0.501,0.568,0.494,0.568,0.416,0.507,0.417,0.555,0.1,0.556,0.222,False.
FL,0.591,1.0,384-5004,no,no,0.0,0.794,0.576,0.794,0.662,0.529,0.662,0.26,0.401,0.261,0.58,0.25,0.58,0.111,True.
ID,0.095,0.0,341-9396,no,yes,0.569,0.674,0.636,0.674,0.525,0.671,0.525,0.285,0.507,0.285,0.36,0.1,0.359,0.333,False.
MD,0.219,0.069,408-6302,no,no,0.0,0.781,0.685,0.781,0.329,0.918,0.329,0.657,0.592,0.658,0.585,0.15,0.585,0.111,False.
WV,0.202,0.0,348-7193,no,no,0.0,0.374,0.782,0.374,0.441,0.553,0.441,0.494,0.387,0.494,0.28,0.45,0.28,0.556,True.
ID,0.376,0.069,417-4063,no,yes,0.451,0.477,0.503,0.477,0.711,0.759,0.711,0.251,0.542,0.251,0.56,0.15,0.559,0.444,False.
NV,0.393,0.0,375-6911,no,no,0.0,0.564,0.412,0.564,0.689,0.312,0.689,0.425,0.239,0.425,0.525,0.15,0.526,0.333,False.
OH,0.599,0.069,358-3604,no,no,0.0,0.483,0.564,0.483,0.635,0.418,0.635,0.663,0.577,0.663,0.45,0.35,0.45,0.222,False.
ID,0.566,0.069,339-7485,yes,yes,0.333,0.642,0.703,0.642,0.477,0.518,0.477,0.33,0.465,0.33,0.585,0.2,0.585,0.0,False.
SC,0.417,0.0,368-3078,no,no,0.0,0.497,0.442,0.497,0.588,0.671,0.588,0.381,0.585,0.381,0.515,0.25,0.515,0.444,False.
MO,0.31,1.0,418-7055,no,no,0.0,0.37,0.509,0.37,0.488,0.471,0.488,0.553,0.38,0.553,0.375,0.15,0.376,0.556,True.
NE,0.405,0.069,386-9981,no,no,0.0,0.57,0.4,0.57,0.297,0.612,0.297,0.566,0.345,0.567,0.57,0.1,0.57,0.333,False.
NC,0.339,1.0,366-2541,no,yes,0.706,0.273,0.527,0.273,0.719,0.618,0.72,0.552,0.535,0.553,0.665,0.2,0.665,0.0,False.
ME,0.145,1.0,335-3110,no,yes,0.49,0.436,0.667,0.436,0.668,0.394,0.668,0.334,0.289,0.334,0.455,0.1,0.456,0.111,False.
MI,0.285,1.0,400-7809,no,no,0.0,0.37,0.618,0.37,0.574,0.782,0.574,0.56,0.423,0.56,0.715,0.15,0.715,0.111,False.
AZ,0.446,0.069,404-3106,yes,no,0.0,0.765,0.515,0.765,0.414,0.771,0.414,0.739,0.359,0.739,0.485,0.4,0.485,0.222,True.
AZ,0.409,0.069,333-2337,no,no,0.0,0.537,0.921,0.537,0.408,0.676,0.408,0.421,0.387,0.421,0.76,0.25,0.759,0.222,False.
HI,0.426,0.0,353-6482,no,no,0.0,0.486,0.588,0.486,0.446,0.653,0.446,0.504,0.69,0.504,0.305,0.05,0.306,0.111,False.
NJ,0.434,0.069,397-8162,no,no,0.0,0.546,0.752,0.546,0.552,0.682,0.552,0.556,0.303,0.556,0.41,0.15,0.409,0.111,False.
MS,0.343,1.0,380-6722,no,no,0.0,0.215,0.582,0.215,0.495,0.665,0.495,0.459,0.711,0.459,0.615,0.05,0.615,0.111,False.
MA,0.326,1.0,329-2918,no,no,0.0,0.427,0.745,0.427,0.76,0.441,0.76,0.587,0.296,0.587,0.545,0.35,0.544,0.222,False.
SC,0.409,1.0,348-8022,no,no,0.0,0.33,0.527,0.33,0.306,0.329,0.306,0.395,0.31,0.396,0.355,0.2,0.356,0.111,False.
MN,0.405,0.0,388-4459,no,no,0.0,0.367,0.521,0.367,0.561,0.618,0.561,0.698,0.69,0.698,0.705,0.2,0.706,0.222,False.
WV,0.202,1.0,358-3114,no,no,0.0,0.375,0.655,0.375,0.595,0.606,0.595,0.465,0.655,0.465,0.55,0.25,0.55,0.111,False.
MS,0.43,0.069,343-9654,no,no,0.0,0.289,0.291,0.289,0.437,0.7,0.437,0.635,0.141,0.635,0.61,0.1,0.609,0.111,False.
VA,0.463,0.069,401-9909,no,yes,0.451,0.425,0.63,0.425,0.648,0.394,0.648,0.48,0.303,0.481,0.475,0.25,0.476,0.444,False.
MS,0.455,0.069,404-9978,no,yes,0.706,0.276,0.745,0.276,0.469,0.618,0.469,0.384,0.366,0.384,0.67,0.2,0.67,0.222,False.
NM,0.661,0.0,397-8011,no,no,0.0,0.306,0.733,0.307,0.705,0.271,0.705,0.602,0.69,0.603,0.63,0.15,0.63,0.222,False.
TX,0.285,0.069,341-8719,no,no,0.0,0.664,0.576,0.664,0.834,0.653,0.834,0.625,0.5,0.625,0.645,0.35,0.644,0.0,True.
HI,0.397,0.069,408-1242,no,yes,0.843,0.345,0.636,0.345,0.715,0.676,0.716,0.536,0.472,0.536,0.415,0.25,0.415,0.333,False.
WA,0.533,1.0,406-7726,no,no,0.0,0.354,0.424,0.354,0.744,0.582,0.744,0.582,0.352,0.582,0.175,0.3,0.176,0.0,False.
WI,0.376,0.069,351-2773,no,no,0.0,0.45,0.612,0.45,0.821,0.588,0.821,0.521,0.465,0.521,0.69,0.15,0.691,0.111,False.
CO,0.488,0.0,368-6174,no,no,0.0,0.354,0.412,0.354,0.569,0.518,0.569,0.361,0.423,0.361,0.74,0.05,0.741,0.0,False.
NV,0.471,0.069,334-5029,no,no,0.0,0.816,0.758,0.816,0.566,0.435,0.566,0.452,0.761,0.452,0.345,0.3,0.344,0.111,True.
RI,0.55,0.069,413-1789,no,no,0.0,0.404,0.576,0.404,0.565,0.594,0.566,0.525,0.19,0.525,0.44,0.3,0.441,0.0,False.
VA,0.521,0.0,414-1246,no,yes,0.49,0.493,0.552,0.493,0.676,0.376,0.676,0.744,0.465,0.745,0.24,0.15,0.241,0.0,False.
NJ,0.326,0.069,330-4978,no,no,0.0,0.766,0.727,0.766,0.828,0.865,0.828,0.387,0.754,0.387,0.29,0.05,0.291,0.222,True.
ND,0.628,0.069,386-1631,no,yes,0.608,0.623,0.788,0.623,0.369,0.606,0.369,0.257,0.507,0.258,0.47,0.3,0.47,0.0,False.
MN,0.347,0.069,363-1208,no,no,0.0,0.728,0.691,0.728,0.535,0.488,0.535,0.682,0.317,0.682,0.185,0.25,0.185,0.333,False.
HI,0.322,0.069,334-5263,no,no,0.0,0.119,0.752,0.119,0.58,0.559,0.58,0.577,0.155,0.578,0.57,0.25,0.57,0.111,False.
ND,0.14,0.069,361-4137,no,no,0.0,0.743,0.527,0.743,0.71,0.459,0.71,0.291,0.634,0.291,0.29,0.1,0.291,0.111,False.
WI,0.492,0.0,374-8187,no,yes,0.51,0.682,0.57,0.682,0.713,0.518,0.713,0.578,0.697,0.578,0.385,0.15,0.385,0.0,False.
MN,0.277,1.0,370-1525,no,no,0.0,0.646,0.57,0.646,0.463,0.759,0.463,0.445,0.592,0.445,0.51,0.05,0.509,0.0,False.
DC,0.244,0.0,355-3801,no,no,0.0,0.511,0.891,0.511,0.574,0.524,0.575,0.605,0.458,0.605,0.675,0.3,0.676,0.111,True.
KS,0.492,1.0,392-5605,no,no,0.0,0.45,0.667,0.45,0.542,0.606,0.542,0.354,0.697,0.354,0.5,0.25,0.5,0.111,False.
MT,0.289,1.0,363-1366,no,yes,0.451,0.501,0.497,0.501,0.712,0.8,0.712,0.659,0.852,0.66,0.705,0.35,0.706,0.111,False.
WV,0.508,0.069,358-5274,no,no,0.0,0.449,0.648,0.449,0.461,0.659,0.461,0.445,0.486,0.446,0.44,0.15,0.441,0.333,False.
ME,0.091,1.0,376-9607,no,no,0.0,0.322,0.448,0.322,0.464,0.559,0.464,0.645,0.655,0.645,0.345,0.1,0.344,0.111,True.
WY,0.926,0.069,374-1213,no,no,0.0,0.521,0.861,0.521,0.678,0.371,0.678,0.524,0.493,0.524,0.44,0.1,0.441,0.111,False.
NY,0.744,0.069,421-8537,yes,no,0.0,0.46,0.503,0.46,0.342,0.488,0.342,0.642,0.458,0.643,0.705,0.15,0.706,0.0,True.
VT,0.256,0.069,351-5576,no,no,0.0,0.406,0.558,0.406,0.573,0.6,0.573,0.553,0.613,0.553,0.375,0.1,0.376,0.222,False.
NC,0.219,0.069,407-7258,yes,no,0.0,0.543,0.655,0.543,0.714,0.635,0.714,0.318,0.549,0.319,0.485,0.1,0.485,0.222,True.
MO,0.326,0.0,405-4420,yes,yes,0.294,0.454,0.667,0.454,0.469,0.706,0.469,0.317,0.345,0.317,0.595,0.25,0.594,0.111,False.
NC,0.483,0.0,340-2855,yes,yes,0.765,0.438,0.642,0.438,0.339,0.653,0.339,0.254,0.493,0.255,0.46,0.3,0.459,0.111,False.
NJ,0.169,0.0,342-8002,yes,no,0.0,0.515,0.77,0.515,0.48,0.553,0.48,0.382,0.57,0.383,0.6,0.3,0.6,0.222,False.
OH,0.55,0.0,355-6826,no,no,0.0,0.578,0.636,0.578,0.618,0.529,0.619,0.62,0.528,0.621,0.605,0.35,0.606,0.0,False.
TX,0.269,0.069,402-3886,no,yes,0.686,0.544,0.606,0.544,0.718,0.547,0.719,0.501,0.528,0.501,0.445,0.3,0.444,0.0,False.
WA,0.269,0.069,336-5900,no,no,0.0,0.585,0.618,0.585,0.64,0.641,0.64,0.637,0.437,0.637,0.46,0.3,0.459,0.222,False.
TN,0.521,0.069,339-7684,no,yes,0.549,0.672,0.752,0.672,0.651,0.665,0.651,0.586,0.662,0.586,0.385,0.1,0.385,0.111,False.
HI,0.599,1.0,390-2433,no,no,0.0,0.54,0.467,0.54,0.429,0.753,0.429,0.438,0.352,0.438,0.37,0.15,0.37,0.0,False.
WY,0.38,0.0,360-7246,no,yes,0.824,0.476,0.612,0.476,0.751,0.494,0.751,0.398,0.514,0.397,0.575,0.05,0.576,0.111,False.
CT,0.314,0.069,335-6508,no,no,0.0,0.699,0.527,0.699,0.699,0.488,0.699,0.581,0.408,0.582,0.375,0.2,0.376,0.0,True.
NM,0.455,0.069,348-6720,no,no,0.0,0.378,0.758,0.378,0.608,0.394,0.608,0.282,0.479,0.282,0.635,0.1,0.635,0.444,True.
NJ,0.512,0.069,406-6400,no,no,0.0,0.52,0.388,0.52,0.384,0.712,0.384,0.399,0.444,0.399,0.58,0.35,0.58,0.222,False.
AL,0.471,1.0,390-7370,no,yes,0.275,0.548,0.521,0.548,0.244,0.529,0.244,0.555,0.613,0.555,0.525,0.15,0.526,0.222,False.
MN,0.471,1.0,390-5055,yes,no,0.0,0.348,0.667,0.348,0.605,0.588,0.606,0.421,0.641,0.421,0.54,0.1,0.541,0.222,True.
NC,0.467,0.0,405-7542,no,no,0.0,0.55,0.612,0.55,0.687,0.476,0.687,0.296,0.324,0.296,0.48,0.1,0.48,0.222,False.
OH,0.434,0.069,364-4927,no,no,0.0,0.452,0.679,0.452,0.605,0.671,0.605,0.618,0.514,0.618,0.455,0.15,0.456,0.0,False.
ND,0.483,0.069,329-3458,no,yes,0.765,0.261,0.758,0.261,0.605,0.665,0.605,0.554,0.465,0.554,0.635,0.4,0.635,0.222,False.
CO,0.24,1.0,331-3842,no,no,0.0,0.438,0.558,0.438,0.565,0.518,0.565,0.246,0.394,0.246,0.625,0.5,0.626,0.111,False.
ND,0.355,0.069,343-4147,yes,yes,0.784,0.632,0.479,0.632,0.432,0.435,0.432,0.536,0.641,0.536,0.575,0.15,0.576,0.111,False.
NY,0.083,0.069,335-2274,no,no,0.0,0.698,0.491,0.698,0.462,0.688,0.462,0.695,0.38,0.695,0.33,0.05,0.33,0.111,False.
WI,0.583,0.0,343-3227,no,yes,0.471,0.684,0.624,0.684,0.786,0.382,0.786,0.628,0.514,0.628,0.475,0.2,0.476,0.0,False.
WY,0.252,0.069,336-6907,no,no,0.0,0.491,0.8,0.491,0.634,0.588,0.634,0.551,0.535,0.552,0.55,0.25,0.55,0.0,False.
OR,0.612,0.069,331-1391,no,no,0.0,0.691,0.503,0.691,0.675,0.571,0.675,0.528,0.331,0.528,0.5,0.15,0.5,0.333,True.
CO,0.219,1.0,360-1643,no,yes,0.765,0.335,0.497,0.335,0.438,0.353,0.438,0.573,0.563,0.574,0.565,0.5,0.565,0.222,False.
LA,0.459,1.0,410-2518,no,no,0.0,0.497,0.77,0.497,0.713,0.418,0.713,0.396,0.613,0.396,0.565,0.35,0.565,0.111,False.
AL,0.277,1.0,344-4970,no,no,0.0,0.448,0.503,0.448,0.607,0.5,0.608,0.526,0.676,0.527,0.6,0.35,0.6,0.111,False.
TX,0.826,0.069,408-1486,no,yes,0.412,0.547,0.588,0.547,0.657,0.476,0.657,0.25,0.648,0.25,0.755,0.15,0.756,0.111,False.
PA,0.36,1.0,396-1648,no,no,0.0,0.622,0.461,0.622,0.465,0.353,0.466,0.317,0.465,0.317,0.4,0.05,0.4,0.111,False.
IL,0.347,0.069,391-2022,no,yes,0.569,0.412,0.588,0.412,0.385,0.6,0.385,0.382,0.81,0.383,0.545,0.15,0.544,0.111,False.
DE,0.207,0.069,420-6465,yes,no,0.0,0.438,0.655,0.438,0.64,0.5,0.641,0.514,0.415,0.514,0.705,0.2,0.706,0.0,True.
MO,0.182,1.0,398-2628,no,yes,0.569,0.387,0.63,0.387,0.612,0.594,0.612,0.571,0.415,0.571,0.395,0.3,0.394,0.222,False.
AR,0.475,1.0,409-5519,no,no,0.0,0.458,0.418,0.458,0.404,0.624,0.404,0.712,0.782,0.712,0.41,0.25,0.409,0.0,False.
OH,0.599,0.0,391-8554,no,yes,0.608,0.577,0.552,0.577,0.664,0.635,0.664,0.394,0.31,0.394,0.39,0.1,0.391,0.111,False.
WI,0.256,1.0,395-1693,no,yes,0.667,0.434,0.721,0.434,0.624,0.535,0.624,0.464,0.493,0.464,0.615,0.25,0.615,0.111,False.
GA,0.545,1.0,393-3194,no,no,0.0,0.648,0.545,0.648,0.201,0.794,0.201,0.245,0.465,0.245,0.235,0.35,0.235,0.0,False.
KY,0.512,0.0,328-3402,no,no,0.0,0.546,0.697,0.546,0.565,0.635,0.566,0.503,0.634,0.503,0.46,0.15,0.459,0.222,False.
OH,0.293,1.0,411-4781,no,no,0.0,0.396,0.673,0.396,0.582,0.6,0.582,0.42,0.408,0.421,0.54,0.15,0.541,0.111,False.
TN,0.533,0.0,401-2581,no,no,0.0,0.362,0.618,0.362,0.569,0.629,0.569,0.561,0.465,0.561,0.305,0.3,0.306,0.0,False.
SD,0.397,0.069,385-1214,no,no,0.0,0.481,0.527,0.481,0.713,0.618,0.713,0.69,0.634,0.69,0.365,0.2,0.365,0.111,False.
NY,0.219,0.069,348-6853,no,no,0.0,0.817,0.442,0.817,0.614,0.635,0.614,0.485,0.521,0.486,0.575,0.25,0.576,0.111,True.
GA,0.657,0.069,341-8412,no,yes,0.569,0.469,0.733,0.469,0.723,0.635,0.723,0.271,0.69,0.271,0.76,0.2,0.759,0.111,False.
TX,0.322,0.069,330-8142,no,no,0.0,0.41,0.545,0.41,0.373,0.535,0.373,0.509,0.676,0.509,0.65,0.2,0.65,0.111,False.
WV,0.376,0.069,361-1404,no,yes,0.922,0.404,0.576,0.404,0.572,0.765,0.572,0.485,0.437,0.485,0.51,0.55,0.509,0.0,False.
MI,0.24,0.069,375-9671,no,no,0.0,0.582,0.394,0.582,0.68,0.724,0.68,0.515,0.43,0.515,0.6,0.2,0.6,0.111,False.
ND,0.541,1.0,372-1824,no,no,0.0,0.465,0.485,0.465,0.461,0.529,0.461,0.173,0.401,0.173,0.31,0.5,0.309,0.111,False.
NE,0.083,1.0,408-3606,no,no,0.0,0.641,0.667,0.641,0.671,0.653,0.672,0.533,0.423,0.533,0.535,0.2,0.535,0.0,False.
SD,0.38,0.069,333-3595,no,no,0.0,0.502,0.624,0.502,0.549,0.765,0.549,0.647,0.444,0.648,0.425,0.3,0.426,0.222,False.
NJ,0.603,0.069,379-7009,no,yes,0.706,0.725,0.473,0.725,0.627,0.618,0.627,0.201,0.648,0.201,0.69,0.35,0.691,0.556,False.
AK,0.413,1.0,411-4940,no,no,0.0,0.499,0.636,0.498,0.72,0.441,0.72,0.502,0.423,0.503,0.425,0.25,0.426,0.111,False.
CT,0.512,0.069,409-7523,yes,no,0.0,0.534,0.715,0.534,0.442,0.653,0.442,0.647,0.556,0.647,0.48,0.1,0.48,0.0,True.
CO,0.256,0.069,408-6725,no,no,0.0,0.604,0.509,0.604,0.635,0.806,0.635,0.522,0.465,0.522,0.535,0.45,0.535,0.333,False.
MD,0.438,0.069,350-2384,no,no,0.0,0.69,0.618,0.689,0.349,0.688,0.349,0.437,0.415,0.437,0.585,0.3,0.585,0.0,False.
ND,0.45,0.0,348-1706,no,no,0.0,0.559,0.624,0.559,0.549,0.724,0.549,0.303,0.268,0.304,0.645,0.05,0.644,0.333,False.
NH,0.339,0.069,415-6145,no,no,0.0,0.659,0.606,0.659,0.578,0.494,0.578,0.522,0.514,0.522,0.62,0.1,0.62,0.333,False.
MN,0.479,0.0,373-3731,no,no,0.0,0.461,0.63,0.461,0.54,0.7,0.54,0.731,0.549,0.731,0.69,0.1,0.691,0.111,False.
KY,0.508,0.069,341-3349,no,no,0.0,0.553,0.624,0.553,0.663,0.682,0.663,0.549,0.845,0.55,0.595,0.25,0.594,0.0,False.
NH,0.471,1.0,399-8859,no,no,0.0,0.313,0.897,0.313,0.615,0.512,0.615,0.584,0.444,0.584,0.77,0.4,0.77,0.333,False.
CO,0.64,0.0,377-4518,yes,no,0.0,0.79,0.721,0.79,0.655,0.624,0.655,0.192,0.444,0.192,0.415,0.15,0.415,0.111,False.
KY,0.364,0.0,341-1594,no,no,0.0,0.548,0.503,0.548,0.45,0.518,0.45,0.394,0.739,0.395,0.305,0.15,0.306,0.0,False.
KY,0.293,0.069,418-8770,no,no,0.0,0.566,0.891,0.566,0.596,0.712,0.597,0.241,0.648,0.241,0.655,0.2,0.656,0.0,False.
